order_id,product_id,product_name,category,quantity,price_per_unit,discount_percent,region,sales_channel,order_date,customer_id,customer_name,payment_method,order_status,sales_rep,total_price
ORD10350,PRD527,Special,Toys,1,380.83,5,South,Retail,2024-11-28,CUST3223,Michael Gates,Wire Transfer,Completed,Mr. Derek Patterson,361.78849999999994
ORD10351,PRD995,And,Clothing,9,380.83,0,South,Wholesale,2025-07-31,CUST3469,Jeffery Thomas,Credit Card,Pending,Theresa Ferguson,3427.47
ORD10352,PRD132,That,Electronics,5,380.83,15,East,Online,2024-11-29,CUST7546,Kyle Conley,Credit Card,Pending,Laura Pearson,1618.5275
ORD10353,PRD587,Fact,Clothing,6,380.83,15,West,Retail,2025-05-14,CUST2382,Jessica Ward,Cash,Completed,Kristina Mckinney,1942.233
ORD10354,PRD104,Agreement,Clothing,7,380.83,15,South,Wholesale,2025-06-15,CUST9445,Alexandria Lamb,Credit Card,Pending,Rachel Hill,2265.9384999999997
ORD10355,PRD794,Heavy,Electronics,8,380.83,10,South,Wholesale,2025-01-07,CUST8239,Julie Cross,Credit Card,Returned,Cynthia Johnson,2741.976
ORD10356,PRD440,View,Clothing,6,380.83,0,East,Online,2025-07-18,CUST2477,Yolanda Willis,Credit Card,Cancelled,Andre Allison,2284.98
ORD10357,PRD622,Day,Electronics,2,380.83,15,East,Retail,2025-02-25,CUST1908,Stephen Vargas,Wire Transfer,Cancelled,William Bennett,647.411
ORD10358,PRD211,Since,Electronics,3,380.83,0,North,Wholesale,2024-09-06,CUST3301,Frank Ramsey,Cash,Pending,Ruben Guerra,1142.49
ORD10359,PRD898,Accept,Furniture,4,380.83,10,North,Wholesale,2025-05-01,CUST6541,Jeffrey Hall,Wire Transfer,Pending,Natalie Torres,1370.988
ORD10360,PRD440,Available,Clothing,2,380.83,5,South,Retail,2024-10-30,CUST8413,Jody Hart,Wire Transfer,Pending,Jennifer Baker,723.5769999999999
ORD10361,PRD726,Class,Electronics,9,380.83,20,North,Wholesale,2025-06-04,CUST6644,Patrick Gonzalez,Wire Transfer,Pending,Alicia Baldwin,2741.976
ORD10362,PRD314,Daughter,Toys,3,380.83,15,South,Wholesale,2024-09-11,CUST7014,Hunter Brown,Cash,Cancelled,Joan Ewing,971.1165
ORD10363,PRD371,Much,Clothing,4,380.83,0,North,Wholesale,2024-11-27,CUST7740,Ivan Brandt,Wire Transfer,Returned,Jennifer Dyer,1523.32
ORD10364,PRD410,Fire,Furniture,3,380.83,10,West,Online,2025-05-02,CUST3033,Keith Evans,Credit Card,Returned,Erica Morales,1028.241
ORD10365,PRD574,Role,Electronics,1,380.83,0,West,Retail,2025-07-09,CUST1657,Erica Cervantes,PayPal,Cancelled,Melissa Snyder,380.83
ORD10366,PRD642,Throughout,Clothing,9,380.83,0,North,Retail,2025-06-30,CUST8897,Terri Gomez,Credit Card,Cancelled,Kevin Roberts,3427.47
ORD10367,PRD924,Interview,Electronics,4,380.83,0,South,Retail,2025-05-15,CUST6967,Thomas Mason,Wire Transfer,Cancelled,Ashley Jacobs,1523.32
ORD10368,PRD730,Himself,Electronics,7,380.83,20,East,Online,2025-06-19,CUST7726,Lynn Preston,PayPal,Pending,Stephanie Ramsey,2132.648
ORD10369,PRD477,Mind,Furniture,7,380.83,10,North,Wholesale,2025-01-19,CUST3676,Donna Wagner,PayPal,Returned,Caleb Alvarez,2399.229
ORD10370,PRD608,Hot,Furniture,5,380.83,5,South,Retail,2025-03-21,CUST9132,Joseph Crawford,Cash,Pending,Mark Jones,1808.9424999999999
ORD10371,PRD333,Pm,Electronics,6,380.83,20,South,Retail,2024-11-24,CUST6378,Aaron Nelson,Wire Transfer,Pending,Ms. Sharon Pruitt,1827.9840000000002
ORD10372,PRD974,Director,Furniture,5,380.83,20,South,Wholesale,2024-10-24,CUST4572,Chelsea Hernandez,Wire Transfer,Cancelled,Mr. Michael Allen,1523.32
ORD10373,PRD391,Know,Toys,1,380.83,0,North,Retail,2025-02-16,CUST7678,Sean Whitehead,PayPal,Cancelled,Michael Wolfe,380.83
ORD10374,PRD230,Operation,Clothing,5,380.83,20,South,Online,2025-01-20,CUST1460,Valerie Day,Cash,Returned,Kathleen Green,1523.32
ORD10375,PRD495,Office,Electronics,3,380.83,0,East,Retail,2025-07-22,CUST4612,Mrs. Jessica Cole DDS,Wire Transfer,Pending,Christopher Kelly,1142.49
ORD10376,PRD971,Concern,Clothing,3,380.83,5,South,Retail,2024-08-08,CUST5657,Joe Washington,Wire Transfer,Returned,Sarah Martinez,1085.3654999999999
ORD10377,PRD934,Senior,Books,9,380.83,5,South,Wholesale,2025-01-30,CUST7074,Meagan Ali,Credit Card,Returned,Debra Brown,3256.0964999999997
ORD10378,PRD582,More,Furniture,5,380.83,0,West,Wholesale,2025-07-16,CUST4154,Sarah Washington,Wire Transfer,Returned,Timothy Taylor,1904.1499999999999
ORD10379,PRD288,Level,Furniture,5,380.83,0,East,Retail,2025-02-26,CUST3521,Stephen Gray,PayPal,Completed,Thomas Nichols,1904.1499999999999
ORD10380,PRD676,Lawyer,Furniture,6,380.83,5,North,Retail,2025-03-20,CUST9993,Andrew Schwartz,Cash,Cancelled,Lindsey Berry,2170.7309999999998
ORD10381,PRD691,Phone,Toys,2,380.83,0,West,Wholesale,2024-09-10,CUST6582,William Dalton,Credit Card,Pending,Amanda Stevens,761.66
ORD10382,PRD744,Prepare,Electronics,3,380.83,20,North,Online,2025-04-05,CUST7667,Gregory Patton,PayPal,Completed,Stacy Perez,913.9920000000001
ORD10383,PRD273,Under,Electronics,8,380.83,10,South,Wholesale,2024-12-28,CUST7246,Cindy Richard,Wire Transfer,Cancelled,Colleen Mcpherson,2741.976
ORD10384,PRD115,Population,Furniture,2,380.83,15,West,Online,2025-04-01,CUST5921,Luis Huff,Wire Transfer,Completed,Melinda Alexander,647.411
ORD10385,PRD483,Evidence,Toys,9,380.83,10,West,Wholesale,2024-10-30,CUST9447,Douglas Young,Credit Card,Cancelled,Lori Peters,3084.723
ORD10386,PRD152,Cold,Furniture,6,380.83,5,South,Online,2024-08-15,CUST1192,Erica Marshall,Cash,Cancelled,Benjamin Adams,2170.7309999999998
ORD10387,PRD166,Trial,Electronics,5,380.83,20,South,Wholesale,2024-10-10,CUST8291,Elijah Garner,PayPal,Completed,Jasmine Mejia,1523.32
ORD10388,PRD339,Skin,Clothing,9,380.83,10,East,Online,2025-03-12,CUST3653,Paul Cole,Credit Card,Completed,Christian Moody,3084.723
ORD10389,PRD507,Develop,Books,8,380.83,10,South,Retail,2025-05-07,CUST9051,William Smith,Cash,Cancelled,Tony Wilson,2741.976
ORD10390,PRD105,Animal,Toys,3,380.83,15,West,Wholesale,2025-01-13,CUST3161,Joseph Meyer,Credit Card,Returned,Justin Blake,971.1165
ORD10391,PRD992,Attorney,Clothing,9,380.83,20,East,Online,2025-03-09,CUST6478,Cindy Benson,Cash,Completed,Ashley Johnson,2741.976
ORD10392,PRD112,Else,Clothing,5,380.83,10,South,Retail,2024-11-21,CUST8884,Patty Jones,PayPal,Cancelled,Jessica Braun,1713.735
ORD10393,PRD467,Hot,Books,6,380.83,20,North,Wholesale,2025-05-07,CUST1214,Brandon Shelton,Credit Card,Pending,Joshua Waller,1827.9840000000002
ORD10394,PRD572,Letter,Furniture,9,380.83,20,South,Retail,2024-09-09,CUST8893,Joshua Conner,PayPal,Returned,Lindsey Rich,2741.976
ORD10395,PRD654,Themselves,Furniture,8,380.83,15,South,Retail,2025-06-12,CUST5080,Randy Smith,Credit Card,Pending,Mr. Justin Simmons,2589.644
ORD10396,PRD416,Black,Books,7,380.83,15,North,Online,2025-01-31,CUST8405,Andrea Smith,Cash,Cancelled,Fernando Wright,2265.9384999999997
ORD10397,PRD365,Product,Toys,2,380.83,10,East,Retail,2025-07-09,CUST2255,Bryan Jordan,Wire Transfer,Returned,Christopher Huynh,685.494
ORD10398,PRD913,Fly,Books,3,380.83,10,West,Retail,2024-10-31,CUST3692,Sandra Castro,Wire Transfer,Pending,Hannah Hampton,1028.241
ORD10399,PRD567,House,Toys,9,380.83,10,West,Retail,2025-01-10,CUST3307,James Stephens,Wire Transfer,Pending,Alexander Garcia,3084.723
ORD10400,PRD142,Hit,Clothing,6,380.83,15,South,Wholesale,2024-08-30,CUST5816,Shannon Torres,PayPal,Completed,Christopher Kane,1942.233
ORD10401,PRD435,Project,Books,5,380.83,0,North,Online,2025-05-11,CUST4621,Kathryn Arellano,PayPal,Cancelled,Alex Baker MD,1904.1499999999999
ORD10402,PRD604,Science,Books,4,380.83,10,South,Wholesale,2025-01-27,CUST9011,Lucas Williams,Cash,Pending,Lisa Silva,1370.988
ORD10403,PRD699,Rich,Books,6,380.83,20,South,Online,2025-01-31,CUST4889,Jonathan Rivera,Wire Transfer,Pending,Leah Garcia,1827.9840000000002
ORD10404,PRD919,Itself,Electronics,7,380.83,0,North,Online,2025-05-10,CUST5080,Janice Carter,PayPal,Pending,Glen Russell,2665.81
ORD10405,PRD966,Test,Furniture,4,380.83,5,East,Wholesale,2025-01-14,CUST3115,Nancy Davis,Credit Card,Cancelled,Vanessa Stevenson,1447.1539999999998
ORD10406,PRD230,Rich,Clothing,5,380.83,15,South,Retail,2025-04-03,CUST3443,Alexander Flores,Credit Card,Pending,Christopher Bailey,1618.5275
ORD10407,PRD846,System,Clothing,2,380.83,10,West,Wholesale,2025-04-30,CUST1742,Kimberly Mills,Wire Transfer,Returned,James Hudson,685.494
ORD10408,PRD856,Simply,Books,1,380.83,15,North,Online,2025-07-22,CUST1637,Christopher Brown,Cash,Pending,Joseph Lucas,323.7055
ORD10409,PRD749,Buy,Clothing,4,380.83,15,East,Online,2024-11-25,CUST2651,Gregory Parks,Cash,Cancelled,Mrs. Anne Hopkins,1294.822
ORD10410,PRD682,Under,Books,2,380.83,5,East,Wholesale,2025-04-24,CUST5042,David Rocha,Cash,Pending,Chad Ross,723.5769999999999
ORD10411,PRD645,Human,Toys,1,380.83,20,West,Online,2025-05-07,CUST9035,Jonathan Davis,Cash,Cancelled,Sabrina Barrett,304.664
ORD10412,PRD437,Store,Books,9,380.83,20,North,Wholesale,2025-06-29,CUST9159,Matthew Rodriguez,Wire Transfer,Cancelled,Michael Meadows,2741.976
ORD10413,PRD844,Under,Electronics,4,380.83,10,North,Retail,2025-07-09,CUST7070,Paul Li,Credit Card,Returned,Scott Khan,1370.988
ORD10414,PRD958,Price,Clothing,8,380.83,20,East,Retail,2025-02-08,CUST6944,Bruce Alvarado,PayPal,Pending,Olivia Edwards,2437.312
ORD10415,PRD930,Plan,Clothing,4,380.83,0,North,Retail,2025-02-05,CUST1940,Anthony Maxwell,Wire Transfer,Completed,Katherine Jones,1523.32
ORD10416,PRD466,Face,Furniture,6,380.83,5,West,Retail,2025-06-14,CUST2034,Michael Harris,Cash,Pending,David Chung,2170.7309999999998
ORD10417,PRD282,According,Clothing,1,380.83,15,North,Wholesale,2024-09-25,CUST4284,Robert Romero,PayPal,Cancelled,Charles Yang,323.7055
ORD10418,PRD613,Blue,Electronics,4,380.83,15,South,Online,2024-08-16,CUST8393,Teresa Zimmerman,Wire Transfer,Pending,Isabel Ray,1294.822
ORD10419,PRD744,When,Books,1,380.83,10,North,Retail,2024-08-21,CUST8380,Daniel Friedman,PayPal,Cancelled,John Dominguez,342.747
ORD10420,PRD325,Marriage,Electronics,8,380.83,0,West,Retail,2025-02-15,CUST8365,Erin Perez,PayPal,Cancelled,William Frye,3046.64
ORD10421,PRD886,Hold,Clothing,6,380.83,10,East,Wholesale,2024-08-30,CUST5418,Jennifer Mcmillan,Credit Card,Completed,Kimberly Patterson,2056.482
ORD10422,PRD666,Strong,Books,3,380.83,20,East,Online,2024-09-11,CUST6998,Daniel Oliver,Cash,Completed,Natasha Peterson,913.9920000000001
ORD10423,PRD809,Side,Electronics,8,380.83,5,East,Wholesale,2024-12-30,CUST4352,Tara Benton,Wire Transfer,Returned,Brendan Mitchell,2894.3079999999995
ORD10424,PRD649,According,Furniture,8,380.83,0,West,Retail,2025-05-14,CUST9691,Misty Watts,Credit Card,Returned,Chris Briggs,3046.64
ORD10425,PRD136,Business,Toys,3,380.83,20,West,Wholesale,2025-01-26,CUST5444,Connie Rich,Credit Card,Cancelled,Sandra Peterson,913.9920000000001
ORD10426,PRD701,Special,Books,1,380.83,0,East,Online,2025-01-01,CUST1390,Jacqueline Hanna,Cash,Completed,Jordan Chandler,380.83
ORD10427,PRD702,Similar,Furniture,7,380.83,15,South,Retail,2024-10-10,CUST5444,Emily Alvarez,Wire Transfer,Cancelled,Kelly Owens,2265.9384999999997
ORD10428,PRD186,State,Furniture,1,380.83,10,West,Wholesale,2025-05-29,CUST1976,Jessica Davis,Wire Transfer,Cancelled,Cody Martin,342.747
ORD10429,PRD292,After,Electronics,9,380.83,10,West,Online,2025-06-30,CUST3570,Melissa Zimmerman,PayPal,Completed,Melissa Barker,3084.723
ORD10430,PRD200,Best,Electronics,5,380.83,20,East,Wholesale,2025-04-13,CUST5645,Margaret Wong,Credit Card,Completed,Mrs. Christina Hunt MD,1523.32
ORD10431,PRD925,Fill,Books,1,380.83,0,West,Retail,2025-01-23,CUST7904,Benjamin Martinez,Credit Card,Returned,Chad Simmons,380.83
ORD10432,PRD144,Strategy,Toys,2,380.83,15,North,Wholesale,2025-02-04,CUST3502,Paul Tucker,Credit Card,Completed,Karen Steele,647.411
ORD10433,PRD218,Visit,Electronics,3,380.83,0,West,Wholesale,2025-01-12,CUST7401,Nicole Jones,PayPal,Pending,Michelle Adkins,1142.49
ORD10434,PRD394,Car,Electronics,3,380.83,20,South,Wholesale,2024-10-08,CUST5417,Robert Lopez,Wire Transfer,Returned,Kevin Cole,913.9920000000001
ORD10435,PRD113,Center,Books,8,380.83,10,South,Online,2025-07-22,CUST2538,Kenneth Schneider,PayPal,Cancelled,Jay Kelley,2741.976
ORD10436,PRD186,Teach,Clothing,3,380.83,15,North,Wholesale,2024-12-27,CUST6153,Michael Harris,PayPal,Cancelled,Robert Brown,971.1165
ORD10437,PRD555,Next,Electronics,1,380.83,5,West,Wholesale,2025-05-14,CUST4766,Christopher Pacheco,Credit Card,Returned,Michele Wilkerson,361.78849999999994
ORD10438,PRD299,Country,Toys,4,380.83,0,North,Retail,2024-11-14,CUST4195,Vickie Williams,Wire Transfer,Completed,Natasha Nelson,1523.32
ORD10439,PRD369,Represent,Books,3,380.83,20,North,Retail,2025-05-30,CUST3491,Lawrence Andrews,Credit Card,Pending,Kathleen Hoover,913.9920000000001
ORD10440,PRD895,Direction,Furniture,3,380.83,10,North,Wholesale,2024-09-29,CUST5125,Christopher Perez,Wire Transfer,Completed,Robert Norton,1028.241
ORD10441,PRD693,Trouble,Toys,4,380.83,10,East,Retail,2024-09-26,CUST7483,Kathy Taylor,PayPal,Completed,Ashley Nelson,1370.988
ORD10442,PRD924,Able,Electronics,9,380.83,20,East,Retail,2024-12-12,CUST2806,Tamara Yates,PayPal,Returned,Christina Thomas,2741.976
ORD10443,PRD579,College,Furniture,9,380.83,5,South,Online,2025-02-25,CUST7006,Jacob Ross,Cash,Returned,James Hart,3256.0964999999997
ORD10444,PRD461,Happy,Furniture,8,380.83,20,North,Retail,2024-09-06,CUST1928,Brent Anderson,Cash,Cancelled,Ashley Peters,2437.312
ORD10445,PRD450,Sound,Books,4,380.83,5,South,Retail,2024-09-01,CUST9733,Michael Alexander,PayPal,Cancelled,Jason Castillo Jr.,1447.1539999999998
ORD10446,PRD231,Place,Electronics,9,380.83,15,East,Online,2025-04-20,CUST8763,Dennis Hill,Cash,Returned,Amanda Salazar,2913.3495
ORD10447,PRD512,Pressure,Toys,4,380.83,0,West,Retail,2025-06-11,CUST3235,Mary Johnson,PayPal,Pending,Linda Estes,1523.32
ORD10448,PRD474,Far,Toys,9,380.83,0,East,Online,2024-11-28,CUST7818,Nancy Williamson,PayPal,Returned,Troy Smith,3427.47
ORD10449,PRD142,They,Toys,8,380.83,0,North,Online,2025-08-05,CUST7400,Alejandro Hart,Wire Transfer,Returned,Andrew Carter,3046.64
ORD10450,PRD137,Green,Books,7,380.83,15,West,Retail,2025-02-17,CUST3410,Terry Lyons,PayPal,Returned,Linda Smith,2265.9384999999997
ORD10451,PRD850,Half,Toys,6,380.83,5,North,Online,2024-08-21,CUST5257,Amy Huber,PayPal,Completed,Natasha Rivas,2170.7309999999998
ORD10452,PRD426,Suggest,Toys,1,380.83,15,South,Online,2025-04-14,CUST4887,Ruben Green,Credit Card,Completed,Miss Jillian Allen,323.7055
ORD10453,PRD672,Compare,Electronics,3,380.83,20,West,Wholesale,2024-10-06,CUST7320,Erika Parker,Cash,Pending,Michael Hodges,913.9920000000001
ORD10454,PRD232,Physical,Books,6,380.83,20,West,Retail,2025-04-12,CUST3457,Samantha Bright,Cash,Completed,Shelley Sparks,1827.9840000000002
ORD10455,PRD763,Office,Toys,4,380.83,15,East,Wholesale,2025-06-29,CUST9584,Allen Mills,Credit Card,Cancelled,Michael Delacruz,1294.822
ORD10456,PRD515,Whom,Books,1,380.83,15,West,Wholesale,2024-09-26,CUST1340,Pamela Cunningham,PayPal,Pending,Chase Murray,323.7055
ORD10457,PRD143,Current,Electronics,5,380.83,5,East,Online,2024-12-07,CUST3475,Alexandra Freeman,Wire Transfer,Cancelled,Heather Carter,1808.9424999999999
ORD10458,PRD311,Stand,Books,9,380.83,15,South,Retail,2024-11-16,CUST1021,Rachael Bell PhD,Wire Transfer,Cancelled,Laura Benjamin,2913.3495
ORD10459,PRD371,High,Toys,8,380.83,5,North,Online,2025-02-28,CUST1290,David Martin,Credit Card,Cancelled,Edward Skinner,2894.3079999999995
ORD10460,PRD222,Unit,Electronics,5,380.83,0,West,Online,2024-10-10,CUST7346,Leonard Avila,Credit Card,Pending,Michael Swanson,1904.1499999999999
ORD10461,PRD121,Common,Toys,6,380.83,5,South,Wholesale,2025-05-08,CUST8691,Sara Ayala,Wire Transfer,Cancelled,Eric Cardenas,2170.7309999999998
ORD10462,PRD702,Four,Furniture,4,380.83,20,North,Wholesale,2024-09-09,CUST5107,Tonya Ramos,PayPal,Cancelled,Christopher Lewis,1218.656
ORD10463,PRD894,Particularly,Books,9,380.83,15,East,Online,2024-12-09,CUST2790,Michael Mccoy,Cash,Pending,Mary Ortiz,2913.3495
ORD10464,PRD905,Task,Toys,2,380.83,0,South,Retail,2024-09-23,CUST6170,Emily Mccann,Wire Transfer,Returned,Jeremy Taylor,761.66
ORD10465,PRD854,Brother,Clothing,3,380.83,20,East,Online,2025-02-14,CUST1164,Shannon Little,Cash,Pending,Paul Carpenter,913.9920000000001
ORD10466,PRD513,Local,Clothing,3,380.83,10,South,Wholesale,2025-06-05,CUST2240,Clayton Mccoy,Wire Transfer,Returned,Lisa Vance,1028.241
ORD10467,PRD787,Mr,Clothing,4,380.83,20,East,Online,2025-06-28,CUST3776,Nicole Blair,PayPal,Completed,Kenneth Curtis,1218.656
ORD10468,PRD440,Happy,Books,7,380.83,10,South,Retail,2025-01-09,CUST8215,Marie Garcia,Cash,Pending,Elizabeth Hill,2399.229
ORD10469,PRD180,Sister,Furniture,9,380.83,0,West,Wholesale,2024-10-04,CUST2644,Lucas Blevins,Cash,Returned,Bryan Howard,3427.47
ORD10470,PRD916,Quality,Books,3,380.83,5,North,Retail,2024-11-04,CUST3570,Dustin Cherry,Credit Card,Returned,Ricky Fernandez,1085.3654999999999
ORD10471,PRD684,Military,Electronics,8,380.83,10,East,Wholesale,2024-11-29,CUST6368,Julie Conner,Cash,Pending,Matthew Garcia,2741.976
ORD10472,PRD608,Occur,Toys,7,380.83,20,West,Online,2024-09-17,CUST2392,Katherine Coffey,Cash,Cancelled,Linda Jones,2132.648
ORD10473,PRD302,Task,Clothing,1,380.83,15,West,Wholesale,2024-12-15,CUST2183,Natasha Mccarty,Wire Transfer,Cancelled,Stephanie Nelson,323.7055
ORD10474,PRD505,Serious,Electronics,1,380.83,20,West,Wholesale,2024-11-23,CUST8573,Jesse Brewer,PayPal,Completed,Sylvia Wilson,304.664
ORD10475,PRD960,Series,Toys,7,380.83,10,East,Online,2024-08-10,CUST1346,Christine Hess,PayPal,Returned,Jason Dickson,2399.229
ORD10476,PRD973,Bag,Electronics,6,380.83,10,West,Wholesale,2024-10-26,CUST2414,Kara Sherman,Credit Card,Returned,Brooke Austin,2056.482
ORD10477,PRD540,Join,Electronics,4,380.83,10,East,Online,2025-06-13,CUST5289,Steven Williams,PayPal,Completed,Tara Campbell,1370.988
ORD10478,PRD276,Some,Clothing,1,380.83,10,West,Online,2025-06-27,CUST7913,Miranda Matthews,PayPal,Pending,Kevin Chambers,342.747
ORD10479,PRD602,Most,Toys,9,380.83,5,West,Online,2025-04-17,CUST4651,Sara Graves,Cash,Returned,Stacey Johnson,3256.0964999999997
ORD10480,PRD531,Long,Books,6,380.83,5,South,Online,2024-09-10,CUST9353,Allen Williams,PayPal,Cancelled,Peter Lopez,2170.7309999999998
ORD10481,PRD358,Provide,Furniture,6,380.83,10,West,Wholesale,2025-05-26,CUST1318,Joshua Jackson,Wire Transfer,Returned,Michael Oliver,2056.482
ORD10482,PRD123,Other,Books,4,380.83,10,East,Online,2025-03-19,CUST9593,Austin Hopkins,Cash,Cancelled,Patrick Mullins,1370.988
ORD10483,PRD926,After,Books,7,380.83,20,South,Wholesale,2024-09-26,CUST4466,Cody Haney,PayPal,Returned,Christina Martin,2132.648
ORD10484,PRD426,Assume,Electronics,6,380.83,20,South,Online,2024-12-12,CUST7588,Kyle Lopez,Credit Card,Completed,Pam Charles,1827.9840000000002
ORD10485,PRD660,By,Toys,7,380.83,5,West,Online,2024-10-27,CUST5568,Alice Williams,Cash,Completed,David Richardson,2532.5195
ORD10486,PRD709,Color,Electronics,2,380.83,20,North,Wholesale,2024-10-10,CUST6012,David Hoffman,PayPal,Cancelled,Donald Fox,609.328
ORD10487,PRD287,Floor,Toys,3,380.83,15,North,Online,2024-10-27,CUST8197,Sheryl Murray,Wire Transfer,Completed,John Rubio,971.1165
ORD10488,PRD676,Individual,Clothing,6,380.83,20,South,Online,2024-10-19,CUST6324,Joshua Stevens,Cash,Cancelled,Jeremy Dougherty,1827.9840000000002
ORD10489,PRD420,Policy,Furniture,8,380.83,0,South,Online,2025-05-22,CUST7039,Holly Mccarty,PayPal,Pending,James Craig,3046.64
ORD10490,PRD951,Hotel,Books,2,380.83,0,West,Online,2024-11-12,CUST2161,Jacob Cox,Credit Card,Completed,Michael Hayes,761.66
ORD10491,PRD387,Congress,Furniture,1,380.83,20,North,Online,2024-09-03,CUST7382,Michael Ortiz,Cash,Completed,Heather Griffin,304.664
ORD10492,PRD563,Site,Books,5,380.83,15,North,Wholesale,2025-06-12,CUST9101,Kim Davis,Cash,Returned,Pamela Rojas,1618.5275
ORD10493,PRD773,Whether,Books,2,380.83,5,East,Online,2025-08-01,CUST3570,Leslie Rojas,Cash,Cancelled,Brent White,723.5769999999999
ORD10494,PRD730,But,Furniture,9,380.83,10,North,Wholesale,2025-02-08,CUST1351,Kimberly Brown,PayPal,Returned,Christy Salas,3084.723
ORD10495,PRD331,Particular,Clothing,6,380.83,20,West,Retail,2025-07-24,CUST5753,Antonio Bullock,Credit Card,Cancelled,Jacob King,1827.9840000000002
ORD10496,PRD523,Evening,Books,5,380.83,5,East,Retail,2025-02-18,CUST4731,Stephanie Villegas,Credit Card,Cancelled,Tyler Mccall,1808.9424999999999
ORD10497,PRD917,Radio,Clothing,2,380.83,10,East,Retail,2024-09-10,CUST3495,Alex Gomez,Credit Card,Completed,Angela Carroll,685.494
ORD10498,PRD749,Or,Furniture,4,380.83,5,West,Retail,2025-05-17,CUST2689,Wendy Greene,Credit Card,Cancelled,Stephanie Alvarado,1447.1539999999998
ORD10499,PRD554,Physical,Electronics,4,380.83,20,South,Online,2025-08-03,CUST7092,Caleb Burton,PayPal,Pending,Vicki Malone,1218.656
ORD10500,PRD371,Question,Electronics,2,380.83,0,North,Wholesale,2024-12-30,CUST3780,Kevin Riley,PayPal,Completed,Blake Daniel,761.66
ORD10501,PRD698,Eat,Furniture,3,380.83,10,North,Online,2025-05-29,CUST5337,Johnny Monroe,Wire Transfer,Pending,Sylvia Chambers,1028.241
ORD10502,PRD158,Finally,Books,6,380.83,5,East,Wholesale,2025-02-03,CUST9736,Jennifer Swanson,Credit Card,Returned,Daniel White,2170.7309999999998
ORD10503,PRD484,End,Toys,2,380.83,10,South,Retail,2025-03-10,CUST1481,Paul Johnson,PayPal,Completed,Angela Ford,685.494
ORD10504,PRD189,Position,Electronics,7,380.83,0,East,Online,2025-02-02,CUST2310,Steven Carpenter,PayPal,Cancelled,Raven Kelly,2665.81
ORD10505,PRD588,On,Clothing,8,380.83,5,South,Wholesale,2024-12-19,CUST4103,Jacob Henry,Cash,Cancelled,Gabriela Garcia,2894.3079999999995
ORD10506,PRD474,Risk,Electronics,2,380.83,0,North,Online,2024-10-08,CUST5038,Michael Best,Credit Card,Cancelled,James Brown,761.66
ORD10507,PRD417,Reflect,Electronics,6,380.83,10,North,Online,2025-03-28,CUST6083,Morgan Smith,Cash,Returned,Karen Kaufman,2056.482
ORD10508,PRD330,Keep,Electronics,7,380.83,10,South,Retail,2025-06-19,CUST2228,Seth Hall,Cash,Cancelled,Patricia Pittman,2399.229
ORD10509,PRD614,Nearly,Clothing,9,380.83,0,South,Wholesale,2025-02-06,CUST9587,Mathew Hawkins,Wire Transfer,Returned,Jessica Hernandez,3427.47
ORD10510,PRD465,Generation,Books,3,380.83,15,South,Retail,2024-11-23,CUST1813,Jordan Hanna,Credit Card,Cancelled,Mrs. Megan Clark DDS,971.1165
ORD10511,PRD235,Throw,Books,1,380.83,15,South,Wholesale,2024-10-25,CUST5223,Christina Vaughan,Cash,Cancelled,Dennis Mendoza,323.7055
ORD10512,PRD697,Reality,Electronics,1,380.83,15,East,Online,2025-01-27,CUST6176,Ashley Smith,PayPal,Pending,Daniel Pollard,323.7055
ORD10513,PRD151,Others,Clothing,3,380.83,0,South,Online,2024-10-31,CUST4513,Paula Fischer,Cash,Returned,Dominic Martinez,1142.49
ORD10514,PRD536,Experience,Clothing,7,380.83,0,South,Wholesale,2025-03-22,CUST7575,Jesse Wright,PayPal,Pending,Kathleen Cruz,2665.81
ORD10515,PRD301,Time,Electronics,1,380.83,15,West,Retail,2024-08-22,CUST2500,James Lawrence,Wire Transfer,Completed,Anthony Smith,323.7055
ORD10516,PRD781,Have,Toys,8,380.83,20,North,Wholesale,2024-08-20,CUST7636,Barbara Khan,PayPal,Completed,Sharon Robinson,2437.312
ORD10517,PRD513,End,Electronics,4,380.83,5,North,Retail,2024-10-08,CUST4990,David Banks,Wire Transfer,Pending,Kimberly Howard,1447.1539999999998
ORD10518,PRD246,Major,Furniture,8,380.83,15,West,Online,2024-10-07,CUST1577,Isabel Peterson,Cash,Pending,Christina Brown,2589.644
ORD10519,PRD372,Cover,Books,9,380.83,5,West,Online,2024-12-12,CUST7280,Jonathan Hoffman,Wire Transfer,Returned,Jessica Gutierrez,3256.0964999999997
ORD10520,PRD298,Hundred,Clothing,9,380.83,20,South,Online,2024-10-14,CUST4695,Bobby Cain,PayPal,Completed,Melissa Mclaughlin,2741.976
ORD10521,PRD668,Himself,Furniture,7,380.83,10,West,Wholesale,2025-05-01,CUST8971,Jared Miller,Credit Card,Completed,Elizabeth Bell,2399.229
ORD10522,PRD180,Onto,Books,5,380.83,20,South,Retail,2024-08-25,CUST2637,Matthew Andrade,Cash,Pending,Jennifer Beasley,1523.32
ORD10523,PRD905,Per,Clothing,2,380.83,5,West,Wholesale,2025-02-24,CUST1724,Julie Crawford,Wire Transfer,Cancelled,Heather Curry,723.5769999999999
